;data;tot_venda
0;2020-06;7867,000661764705
1;2020-07;7554,570000000001
2;2020-08;6339,507569444444
3;2020-09;10347,557282608695
4;2020-10;7554,570000000001
5;2020-11;6339,507569444444
6;2020-12;10347,557282608695
