;ano;mes;seguradora;vendedor;tot_apolices;receita;tot_receita;month_name
577;2019;10;72;12;16;1438,88;23022,08;October
578;2019;10;72;9;15;2990,31;44854,65;October
579;2019;10;72;2;4;401,535;1606,14;October
580;2019;10;72;1;2;1136,04;2272,08;October
581;2019;11;72;59;2;110,0;220,0;November
582;2019;11;72;57;5;1707,25;8536,25;November
583;2019;11;72;56;1;181,69;181,69;November
584;2019;11;72;52;1;788,215;788,215;November
585;2019;11;72;47;1;81,88;81,88;November
586;2019;11;72;42;1;94,87;94,87;November
587;2019;11;72;41;1;237,14;237,14;November
588;2019;11;72;38;8;1893,78;15150,24;November
589;2019;11;72;35;11;-3724,0;-40964,0;November
590;2019;11;72;20;1;106,22;106,22;November
591;2019;11;72;19;1;596,3;596,3;November
592;2019;11;72;16;11;1513,43;16647,73;November
593;2019;11;72;14;2;3150,74;6301,48;November
594;2019;11;72;12;15;947,585;14213,775000000001;November
595;2019;11;72;9;6;1019,3;6115,799999999999;November
596;2019;11;72;2;2;84,165;168,33;November
597;2019;11;72;1;3;2264,775;6794,325000000001;November
598;2019;11;66;59;1;71,42;71,42;November
599;2019;11;66;57;6;943,9;5663,4;November
600;2019;11;66;56;1;78,195;78,195;November
601;2019;11;66;55;1;153,05;153,05;November
602;2019;11;66;52;1;274,79;274,79;November
603;2019;11;66;43;4;431,72;1726,88;November
604;2019;11;66;39;3;263,87;791,61;November
605;2019;11;66;38;5;887,635;4438,175;November
606;2019;11;66;35;1;110,715;110,715;November
607;2019;11;66;20;5;989,525;4947,625;November
608;2019;11;66;19;5;1208,33;6041,65;November
609;2019;11;66;17;4;768,215;3072,86;November
610;2019;11;66;16;16;1511,31;24180,96;November
611;2019;11;66;14;1;71,42;71,42;November
612;2019;11;66;13;1;234,11;234,11;November
613;2019;11;66;9;5;374,285;1871,4250000000002;November
614;2019;11;66;2;1;72,99;72,99;November
615;2019;11;31;57;6;5044,25;30265,5;November
616;2019;11;31;52;1;87,5;87,5;November
617;2019;11;31;38;5;202,675;1013,375;November
618;2019;11;31;35;5;10779,65;53898,25;November
619;2019;11;31;16;3;5105,26;15315,78;November
620;2019;11;31;12;1;1144,005;1144,005;November
621;2019;11;64;27;1;625,95;625,95;November
622;2019;11;64;16;3;363,695;1091,085;November
623;2019;11;64;2;1;76,71;76,71;November
624;2019;11;77;20;1;2124,18;2124,18;November
625;2019;11;44;59;1;71,25;71,25;November
626;2019;11;44;42;1;61,875;61,875;November
627;2019;11;44;38;5;122,095;610,475;November
628;2019;11;44;20;1;112,5;112,5;November
629;2019;11;44;19;1;112,5;112,5;November
630;2019;11;44;16;8;73,61;588,88;November
631;2019;11;44;13;1;100,0;100,0;November
632;2019;11;44;12;8;417,445;3339,56;November
633;2019;11;44;9;3;121,25;363,75;November
634;2019;11;55;20;1;87,5;87,5;November
635;2019;11;55;11;1;67,25;67,25;November
636;2019;11;56;17;1;2955,675;2955,675;November
637;2019;11;62;22;2;206,085;412,17;November
638;2019;11;75;22;3;638,665;1915,995;November
639;2019;11;54;42;1;1031,16;1031,16;November
640;2019;11;23;20;1;172,91;172,91;November
641;2019;11;23;16;1;-31,875;-31,875;November
642;2019;11;24;22;1;86,0;86,0;November
643;2019;11;6;12;1;70,0;70,0;November
644;2019;11;21;17;1;74,675;74,675;November
645;2019;11;21;16;1;50,0;50,0;November
646;2019;12;21;16;1;87,33;87,33;December
647;2019;12;6;12;1;70,0;70,0;December
648;2019;12;13;16;2;184,935;369,87;December
649;2019;12;23;20;1;1896,435;1896,435;December
650;2019;12;75;22;1;87,5;87,5;December
651;2019;12;55;16;1;125950,595;125950,595;December
652;2019;12;44;38;17;532,885;9059,045;December
653;2019;12;44;35;4;101,44;405,76;December
654;2019;12;44;20;1;142,005;142,005;December
655;2019;12;44;16;5;292,395;1461,975;December
656;2019;12;44;12;3;1089,98;3269,94;December
657;2019;12;44;9;2;114,84;229,68;December
658;2019;12;77;20;1;8850,0;8850,0;December
659;2019;12;74;12;1;867,295;867,295;December
660;2019;12;79;2;1;125,165;125,165;December
661;2019;12;64;57;1;141,455;141,455;December
662;2019;12;64;16;2;1059,03;2118,06;December
663;2019;12;31;38;1;98,28;98,28;December
664;2019;12;31;35;2;7465,92;14931,84;December
665;2019;12;31;19;1;1501,965;1501,965;December
666;2019;12;31;16;3;12442,61;37327,83;December
667;2019;12;31;12;1;665,87;665,87;December
668;2019;12;31;9;1;646,69;646,69;December
669;2019;12;66;57;5;421,455;2107,275;December
670;2019;12;66;56;7;465,6;3259,2000000000003;December
671;2019;12;66;47;1;71,42;71,42;December
672;2019;12;66;43;4;175,11;700,44;December
673;2019;12;66;42;1;190,77;190,77;December
674;2019;12;66;39;2;53,45;106,9;December
675;2019;12;66;38;5;887,515;4437,575;December
676;2019;12;66;35;1;70,535;70,535;December
677;2019;12;66;20;4;1167,27;4669,08;December
678;2019;12;66;19;3;225,64;676,92;December
679;2019;12;66;17;5;1250,425;6252,125;December
680;2019;12;66;16;17;1782,145;30296,465;December
681;2019;12;66;9;3;374,73;1124,19;December
682;2019;12;66;1;1;334,41;334,41;December
683;2019;12;72;59;1;610,765;610,765;December
684;2019;12;72;57;5;926,755;4633,775;December
685;2019;12;72;56;2;407,055;814,11;December
686;2019;12;72;52;2;768,91;1537,82;December
687;2019;12;72;47;2;455,83;911,66;December
688;2019;12;72;43;3;357,005;1071,0149999999999;December
689;2019;12;72;39;1;1350,015;1350,015;December
690;2019;12;72;38;6;1433,985;8603,91;December
691;2019;12;72;20;2;1037,29;2074,58;December
692;2019;12;72;19;5;1508,355;7541,775;December
693;2019;12;72;17;1;418,485;418,485;December
694;2019;12;72;16;16;2665,065;42641,04;December
695;2019;12;72;14;1;216,67;216,67;December
696;2019;12;72;12;8;303,955;2431,64;December
697;2019;12;72;9;11;2610,515;28715,664999999997;December
698;2019;12;72;2;2;72,5;145,0;December
699;2020;1;72;59;1;486,79;486,79;January
700;2020;1;72;57;2;463,16;926,32;January
701;2020;1;72;56;2;661,87;1323,74;January
702;2020;1;72;55;1;397,87;397,87;January
703;2020;1;72;52;1;252,395;252,395;January
704;2020;1;72;47;3;1383,38;4150,14;January
705;2020;1;72;44;1;90,69;90,69;January
706;2020;1;72;42;2;520,82;1041,64;January
707;2020;1;72;41;2;673,37;1346,74;January
708;2020;1;72;38;7;1849,73;12948,11;January
709;2020;1;72;36;1;3824,2;3824,2;January
710;2020;1;72;19;1;1077,58;1077,58;January
711;2020;1;72;17;2;202,72;405,44;January
712;2020;1;72;16;9;1149,555;10345,995;January
713;2020;1;72;14;4;439,35;1757,4;January
714;2020;1;72;13;1;945,645;945,645;January
715;2020;1;72;12;17;7528,91;127991,47;January
716;2020;1;72;9;12;1684,595;20215,14;January
717;2020;1;72;2;2;241,445;482,89;January
718;2020;1;72;1;1;328,115;328,115;January
719;2020;1;66;59;1;71,385;71,385;January
720;2020;1;66;56;2;98,545;197,09;January
721;2020;1;66;52;1;113,765;113,765;January
722;2020;1;66;46;1;483,5;483,5;January
723;2020;1;66;42;1;71,42;71,42;January
724;2020;1;66;39;1;53,865;53,865;January
725;2020;1;66;38;8;797,855;6382,84;January
726;2020;1;66;36;1;82,33;82,33;January
727;2020;1;66;35;2;567,32;1134,64;January
728;2020;1;66;20;5;1358,155;6790,775;January
729;2020;1;66;19;9;390,88;3517,92;January
730;2020;1;66;17;9;782,365;7041,285;January
731;2020;1;66;16;13;1590,5;20676,5;January
732;2020;1;66;9;7;897,12;6279,84;January
733;2020;1;66;2;4;1873,98;7495,92;January
734;2020;1;31;42;2;1029,52;2059,04;January
735;2020;1;31;38;5;718,16;3590,7999999999997;January
736;2020;1;31;37;1;2252,31;2252,31;January
737;2020;1;31;35;2;4800,51;9601,02;January
738;2020;1;31;20;1;610,335;610,335;January
739;2020;1;31;16;6;4609,99;27659,94;January
740;2020;1;31;9;3;7526,37;22579,11;January
741;2020;1;79;2;1;125,165;125,165;January
742;2020;1;44;52;1;73,75;73,75;January
743;2020;1;44;42;2;73,75;147,5;January
744;2020;1;44;38;6;781,275;4687,65;January
745;2020;1;44;16;7;658,195;4607,365000000001;January
746;2020;1;44;12;3;130,535;391,605;January
747;2020;1;44;9;2;150,0;300,0;January
748;2020;1;55;20;4;1998,025;7992,1;January
749;2020;1;55;19;1;4204,635;4204,635;January
750;2020;1;23;20;1;70,78;70,78;January
751;2020;1;23;9;1;19380,075;19380,075;January
752;2020;1;13;57;1;89,36;89,36;January
753;2020;1;13;16;1;98,46;98,46;January
754;2020;1;6;12;1;30,0;30,0;January
755;2020;1;21;20;1;74,59;74,59;January
756;2020;1;42;56;1;207,48;207,48;January
757;2020;1;42;20;1;429,97;429,97;January
758;2020;2;21;16;2;158,82;317,64;February
759;2020;2;6;12;3;110,0;330,0;February
760;2020;2;13;16;1;122,12;122,12;February
761;2020;2;23;16;2;719,61;1439,22;February
762;2020;2;55;38;1;7450,595;7450,595;February
763;2020;2;55;35;1;79,625;79,625;February
764;2020;2;55;20;2;9491,795;18983,59;February
765;2020;2;55;12;1;196,805;196,805;February
766;2020;2;44;59;1;71,25;71,25;February
767;2020;2;44;56;1;138,8;138,8;February
768;2020;2;44;42;2;72,5;145,0;February
769;2020;2;44;38;3;250,11;750,33;February
770;2020;2;44;35;1;61,875;61,875;February
771;2020;2;44;20;1;112,5;112,5;February
772;2020;2;44;16;2;113,985;227,97;February
773;2020;2;44;12;4;163,335;653,34;February
774;2020;2;44;9;1;73,75;73,75;February
775;2020;2;79;2;1;125,165;125,165;February
776;2020;2;77;20;3;26450,0;79350,0;February
777;2020;2;31;57;3;4655,08;13965,24;February
778;2020;2;31;39;2;181,535;363,07;February
779;2020;2;31;38;1;-74,12;-74,12;February
780;2020;2;31;37;1;1151,155;1151,155;February
781;2020;2;31;35;4;7103,97;28415,88;February
782;2020;2;31;20;2;626,855;1253,71;February
783;2020;2;31;19;1;537,22;537,22;February
784;2020;2;31;18;1;2177,31;2177,31;February
785;2020;2;31;17;1;87,5;87,5;February
786;2020;2;31;16;4;7281,915;29127,66;February
787;2020;2;31;12;1;100,0;100,0;February
788;2020;2;31;9;1;781,21;781,21;February
789;2020;2;66;59;3;155,065;465,195;February
790;2020;2;66;57;2;92,82;185,64;February
791;2020;2;66;56;4;302,43;1209,72;February
792;2020;2;66;43;3;445,32;1335,96;February
793;2020;2;66;42;1;129,465;129,465;February
794;2020;2;66;38;4;827,445;3309,78;February
795;2020;2;66;36;1;64,28;64,28;February
796;2020;2;66;35;1;71,42;71,42;February
797;2020;2;66;20;6;529,24;3175,44;February
798;2020;2;66;19;9;732,26;6590,34;February
799;2020;2;66;17;3;397,325;1191,975;February
800;2020;2;66;16;9;353,56;3182,04;February
801;2020;2;66;14;4;717,86;2871,44;February
802;2020;2;66;13;1;71,43;71,43;February
803;2020;2;66;2;3;196,015;588,045;February
804;2020;2;72;59;5;569,96;2849,8;February
805;2020;2;72;57;6;296,08;1776,48;February
806;2020;2;72;56;2;2100,205;4200,41;February
807;2020;2;72;52;1;788,215;788,215;February
808;2020;2;72;47;1;103,555;103,555;February
809;2020;2;72;44;1;206,505;206,505;February
810;2020;2;72;42;2;411,105;822,21;February
811;2020;2;72;39;2;1962,01;3924,02;February
812;2020;2;72;38;7;3861,155;27028,085000000003;February
813;2020;2;72;36;3;652,655;1957,965;February
814;2020;2;72;35;1;344,79;344,79;February
815;2020;2;72;20;4;3664,315;14657,26;February
816;2020;2;72;19;9;2769,755;24927,795000000002;February
817;2020;2;72;17;3;226,505;679,515;February
818;2020;2;72;16;9;3350,935;30158,415;February
819;2020;2;72;15;2;1063,68;2127,36;February
820;2020;2;72;14;2;710,105;1420,21;February
821;2020;2;72;12;3;109,695;329,085;February
822;2020;2;72;9;1;158,29;158,29;February
823;2020;2;72;2;1;-5,125;-5,125;February
824;2020;3;72;57;3;433,045;1299,135;March
825;2020;3;72;47;1;78,84;78,84;March
826;2020;3;72;43;2;2387,42;4774,84;March
827;2020;3;72;38;5;549,445;2747,2250000000004;March
828;2020;3;72;36;1;204,22;204,22;March
829;2020;3;72;35;4;-2418,985;-9675,94;March
830;2020;3;72;20;5;1832,775;9163,875;March
831;2020;3;72;19;2;3441,7;6883,4;March
832;2020;3;72;16;5;209,565;1047,825;March
833;2020;3;72;14;2;310,745;621,49;March
834;2020;3;72;13;3;124,59;373,77;March
835;2020;3;72;12;5;307,1;1535,5;March
836;2020;3;72;9;9;797,24;7175,16;March
837;2020;3;72;2;2;1101,49;2202,98;March
838;2020;3;72;1;2;-941,865;-1883,73;March
839;2020;3;66;59;2;92,885;185,77;March
840;2020;3;66;58;1;100,97;100,97;March
841;2020;3;66;57;5;237,465;1187,325;March
842;2020;3;66;39;2;92,245;184,49;March
843;2020;3;66;38;1;65,48;65,48;March
844;2020;3;66;27;1;55,755;55,755;March
845;2020;3;66;20;3;219,745;659,235;March
846;2020;3;66;19;6;224,025;1344,15;March
847;2020;3;66;17;3;1128,865;3386,5950000000003;March
848;2020;3;66;16;7;397,71;2783,97;March
849;2020;3;66;14;3;181,045;543,135;March
850;2020;3;66;13;1;71,42;71,42;March
851;2020;3;66;9;2;103,53;207,06;March
852;2020;3;66;6;1;2006,845;2006,845;March
853;2020;3;31;57;4;3169,1;12676,4;March
854;2020;3;31;52;1;87,5;87,5;March
855;2020;3;31;42;2;1978,44;3956,88;March
856;2020;3;31;38;1;217,165;217,165;March
857;2020;3;31;35;3;20509,535;61528,604999999996;March
858;2020;3;31;20;1;366,875;366,875;March
859;2020;3;31;19;1;106,745;106,745;March
860;2020;3;31;16;34;6324,06;215018,04;March
861;2020;3;31;14;1;2199,57;2199,57;March
862;2020;3;31;12;1;488,235;488,235;March
863;2020;3;31;9;1;739,005;739,005;March
864;2020;3;83;20;1;82,575;82,575;March
865;2020;3;44;59;3;116,25;348,75;March
866;2020;3;44;56;1;89,52;89,52;March
867;2020;3;44;42;1;73,75;73,75;March
868;2020;3;44;38;6;122,875;737,25;March
869;2020;3;44;20;1;68,75;68,75;March
870;2020;3;44;19;1;73,75;73,75;March
871;2020;3;44;17;1;67,5;67,5;March
872;2020;3;44;16;5;-372,61;-1863,0500000000002;March
873;2020;3;44;13;1;112,5;112,5;March
874;2020;3;44;12;3;121,25;363,75;March
875;2020;3;44;9;1;73,75;73,75;March
876;2020;3;55;20;3;4819,685;14459,055;March
877;2020;3;55;16;1;2162,705;2162,705;March
878;2020;3;23;43;1;729,035;729,035;March
879;2020;3;54;9;1;100,0;100,0;March
880;2020;3;6;16;1;73,75;73,75;March
881;2020;3;6;12;10;147,38;1473,8;March
882;2020;3;21;20;1;30301,38;30301,38;March
883;2020;3;21;16;1;99,11;99,11;March
884;2020;3;21;9;1;238,485;238,485;March
885;2020;3;21;2;1;21,375;21,375;March
886;2020;3;35;55;1;4322,43;4322,43;March
887;2020;4;21;20;1;-163,915;-163,915;April
888;2020;4;21;12;2;74,63;149,26;April
889;2020;4;6;16;2;97,5;195,0;April
890;2020;4;6;12;1;73,75;73,75;April
891;2020;4;13;57;1;109,155;109,155;April
892;2020;4;23;55;1;712,535;712,535;April
893;2020;4;55;38;1;14851,19;14851,19;April
894;2020;4;55;35;1;696,51;696,51;April
895;2020;4;55;20;8;6631,355;53050,84;April
896;2020;4;55;19;1;1168,215;1168,215;April
897;2020;4;44;52;1;73,75;73,75;April
898;2020;4;44;42;1;73,75;73,75;April
899;2020;4;44;38;3;85,625;256,875;April
900;2020;4;44;19;1;73,75;73,75;April
901;2020;4;44;17;2;85,0;170,0;April
902;2020;4;44;16;3;136,175;408,52500000000003;April
903;2020;4;44;13;1;73,75;73,75;April
904;2020;4;44;12;2;514,92;1029,84;April
905;2020;4;44;9;2;150,0;300,0;April
906;2020;4;83;2;1;45,57;45,57;April
907;2020;4;79;2;1;125,17;125,17;April
908;2020;4;81;2;1;689,545;689,545;April
909;2020;4;31;57;1;140,845;140,845;April
910;2020;4;31;38;2;93,75;187,5;April
911;2020;4;31;35;3;20463,36;61390,08;April
912;2020;4;31;19;1;241,195;241,195;April
913;2020;4;31;17;1;385,23;385,23;April
914;2020;4;31;16;4;1640,305;6561,22;April
915;2020;4;31;13;1;289,915;289,915;April
916;2020;4;31;12;2;210,115;420,23;April
917;2020;4;66;56;1;71,42;71,42;April
918;2020;4;66;47;1;258,59;258,59;April
919;2020;4;66;46;2;243,96;487,92;April
920;2020;4;66;43;1;60,71;60,71;April
921;2020;4;66;42;1;71,42;71,42;April
922;2020;4;66;39;1;76,61;76,61;April
923;2020;4;66;20;5;1248,89;6244,450000000001;April
924;2020;4;66;19;6;579,94;3479,6400000000003;April
925;2020;4;66;17;1;125,745;125,745;April
926;2020;4;66;16;8;417,815;3342,52;April
927;2020;4;66;15;1;177,48;177,48;April
928;2020;4;66;14;5;219,39;1096,9499999999998;April
929;2020;4;66;13;3;138,72;416,15999999999997;April
930;2020;4;66;9;4;231,85;927,4;April
931;2020;4;72;59;1;142,705;142,705;April
932;2020;4;72;58;1;119,985;119,985;April
933;2020;4;72;57;3;461,825;1385,475;April
934;2020;4;72;47;2;2371,25;4742,5;April
935;2020;4;72;43;1;68,22;68,22;April
936;2020;4;72;42;2;889,345;1778,69;April
937;2020;4;72;38;5;814,24;4071,2;April
938;2020;4;72;35;4;-271,625;-1086,5;April
939;2020;4;72;20;5;1856,955;9284,775;April
940;2020;4;72;19;5;1543,855;7719,275;April
941;2020;4;72;17;1;187,505;187,505;April
942;2020;4;72;16;11;4124,58;45370,38;April
943;2020;4;72;15;1;96,64;96,64;April
944;2020;4;72;14;2;435,51;871,02;April
945;2020;4;72;13;4;1440,47;5761,88;April
946;2020;4;72;12;10;305,305;3053,05;April
947;2020;4;72;9;4;515,745;2062,98;April
948;2020;4;72;2;10;4728,585;47285,85;April
949;2020;5;72;59;1;139,715;139,715;May
950;2020;5;72;57;5;708,32;3541,6000000000004;May
951;2020;5;72;44;1;446,395;446,395;May
952;2020;5;72;43;1;321,065;321,065;May
953;2020;5;72;38;7;338,475;2369,3250000000003;May
954;2020;5;72;35;5;702,98;3514,9;May
955;2020;5;72;20;7;2111,24;14778,679999999998;May
956;2020;5;72;19;1;337,065;337,065;May
957;2020;5;72;17;1;107,375;107,375;May
958;2020;5;72;16;16;1665,84;26653,44;May
959;2020;5;72;15;1;139,465;139,465;May
960;2020;5;72;14;2;462,42;924,84;May
961;2020;5;72;13;7;4788,67;33520,69;May
962;2020;5;72;12;4;456,69;1826,76;May
963;2020;5;72;9;9;2017,555;18157,995;May
964;2020;5;72;2;18;2786,715;50160,87;May
965;2020;5;66;57;1;206,025;206,025;May
966;2020;5;66;56;1;71,42;71,42;May
967;2020;5;66;52;1;71,41;71,41;May
968;2020;5;66;43;1;120,535;120,535;May
969;2020;5;66;42;2;95,035;190,07;May
970;2020;5;66;39;2;312,095;624,19;May
971;2020;5;66;38;7;769,125;5383,875;May
972;2020;5;66;36;1;127,195;127,195;May
973;2020;5;66;35;2;698,24;1396,48;May
974;2020;5;66;20;6;653,76;3922,56;May
975;2020;5;66;19;7;248,57;1739,99;May
976;2020;5;66;16;19;2404,87;45692,53;May
977;2020;5;66;13;2;321,945;643,89;May
978;2020;5;66;9;4;439,875;1759,5;May
979;2020;5;66;2;1;68,72;68,72;May
980;2020;5;31;57;4;984,26;3937,04;May
981;2020;5;31;52;1;130,75;130,75;May
982;2020;5;31;39;2;112,5;225,0;May
983;2020;5;31;35;4;20634,885;82539,54;May
984;2020;5;31;20;4;3968,73;15874,92;May
985;2020;5;31;16;11;3065,465;33720,115000000005;May
986;2020;5;31;13;1;72,5;72,5;May
987;2020;5;31;12;4;571,315;2285,26;May
988;2020;5;31;9;1;61,875;61,875;May
989;2020;5;31;2;1;1411,47;1411,47;May
990;2020;5;74;42;1;764,345;764,345;May
991;2020;5;64;25;1;1112,18;1112,18;May
992;2020;5;64;22;6;974,565;5847,39;May
993;2020;5;64;18;1;310,73;310,73;May
994;2020;5;64;16;3;400,67;1202,01;May
995;2020;5;44;42;1;62,31;62,31;May
996;2020;5;44;38;2;89,37;178,74;May
997;2020;5;44;27;1;4109,765;4109,765;May
998;2020;5;44;19;1;73,75;73,75;May
999;2020;5;44;16;9;294,585;2651,265;May
1000;2020;5;44;13;2;131,895;263,79;May
1001;2020;5;44;12;4;139,55;558,2;May
1002;2020;5;44;9;2;150,0;300,0;May
1003;2020;5;55;38;1;7450,595;7450,595;May
1004;2020;5;55;20;2;135,705;271,41;May
1005;2020;5;55;16;2;26215,82;52431,64;May
1006;2020;5;55;12;1;-1560,195;-1560,195;May
1007;2020;5;6;25;1;157,96;157,96;May
1008;2020;5;6;19;1;77,58;77,58;May
1009;2020;5;6;16;3;388,925;1166,775;May
1010;2020;5;6;12;8;613,245;4905,96;May
1011;2020;5;21;20;2;1033,6;2067,2;May
1012;2020;5;21;2;1;61,015;61,015;May
1013;2020;5;35;27;3;207,79;623,37;May
1014;2020;5;41;11;2;1328,11;2656,22;May
1015;2020;5;41;2;1;-531,71;-531,71;May
1016;2020;6;41;11;1;422,175;422,175;June
1017;2020;6;21;20;1;50,0;50,0;June
1018;2020;6;21;17;1;10113,73;10113,73;June
1019;2020;6;6;16;5;235,435;1177,175;June
1020;2020;6;6;12;15;735,82;11037,300000000001;June
1021;2020;6;4;16;1;1437,505;1437,505;June
1022;2020;6;55;37;2;85,7;171,4;June
1023;2020;6;55;20;9;6961,98;62657,81999999999;June
1024;2020;6;44;46;1;71,19;71,19;June
1025;2020;6;44;42;3;85,625;256,875;June
1026;2020;6;44;39;1;90,74;90,74;June
1027;2020;6;44;38;2;73,885;147,77;June
1028;2020;6;44;20;1;-11,965;-11,965;June
1029;2020;6;44;19;1;73,75;73,75;June
1030;2020;6;44;17;2;188,085;376,17;June
1031;2020;6;44;16;7;190,0;1330,0;June
1032;2020;6;44;13;1;73,75;73,75;June
1033;2020;6;44;12;3;239,305;717,915;June
1034;2020;6;64;38;1;57,5;57,5;June
1035;2020;6;64;26;1;179,135;179,135;June
1036;2020;6;64;18;1;235,54;235,54;June
1037;2020;6;64;16;2;790,73;1581,46;June
1038;2020;6;74;42;1;764,35;764,35;June
1039;2020;6;79;17;1;-30,7;-30,7;June
1040;2020;6;31;57;2;4791,88;9583,76;June
1041;2020;6;31;52;1;87,5;87,5;June
1042;2020;6;31;38;1;68,75;68,75;June
1043;2020;6;31;35;3;20575,69;61727,06999999999;June
1044;2020;6;31;20;4;7332,725;29330,9;June
1045;2020;6;31;16;6;3969,44;23816,64;June
1046;2020;6;31;12;4;929,375;3717,5;June
1047;2020;6;31;2;1;1500,755;1500,755;June
1048;2020;6;66;57;2;201,265;402,53;June
1049;2020;6;66;46;1;563,53;563,53;June
1050;2020;6;66;43;1;98,99;98,99;June
1051;2020;6;66;38;3;1581,05;4743,15;June
1052;2020;6;66;36;1;64,28;64,28;June
1053;2020;6;66;35;3;247,685;743,0550000000001;June
1054;2020;6;66;20;3;641,455;1924,3650000000002;June
1055;2020;6;66;19;3;130,55;391,65000000000003;June
1056;2020;6;66;18;2;89,73;179,46;June
1057;2020;6;66;17;8;2101,22;16809,76;June
1058;2020;6;66;16;24;3557,73;85385,52;June
1059;2020;6;66;14;2;278,825;557,65;June
1060;2020;6;66;13;4;252,54;1010,16;June
1061;2020;6;66;9;6;548,88;3293,2799999999997;June
1062;2020;6;66;2;2;492,69;985,38;June
1063;2020;6;72;59;1;142,705;142,705;June
1064;2020;6;72;57;11;4039,395;44433,345;June
1065;2020;6;72;52;1;69,125;69,125;June
1066;2020;6;72;47;1;106,34;106,34;June
1067;2020;6;72;44;1;1850,035;1850,035;June
1068;2020;6;72;39;2;2435,98;4871,96;June
1069;2020;6;72;38;12;819,49;9833,880000000001;June
1070;2020;6;72;35;6;-559,24;-3355,44;June
1071;2020;6;72;20;6;4474,25;26845,5;June
1072;2020;6;72;17;2;522,83;1045,66;June
1073;2020;6;72;16;11;4602,695;50629,645;June
1074;2020;6;72;15;1;88,565;88,565;June
1075;2020;6;72;14;1;98,935;98,935;June
1076;2020;6;72;13;3;3244,695;9734,085000000001;June
1077;2020;6;72;12;3;267,235;801,705;June
1078;2020;6;72;9;12;2157,955;25895,46;June
1079;2020;6;72;2;9;3359,695;30237,255;June
