;ano;mes;seguradora;vendedor;tot_apolices;venda;tot_venda;month_name
573;2019;9;35;20;1;67,88;67,88;September
574;2019;9;31;14;1;141,59;141,59;September
575;2019;9;66;59;1;71,42;71,42;September
576;2019;9;44;54;1;997,3;997,3;September
577;2019;9;72;20;2;430,4;860,8;September
578;2019;9;62;22;2;100,0;200,0;September
579;2019;9;44;12;10;890,405;8904,05;September
580;2019;9;62;27;31;360,0;11160,0;September
581;2019;9;66;19;4;1198,405;4793,62;September
582;2019;9;72;54;1;108,34;108,34;September
583;2019;9;66;57;2;53,57;107,14;September
584;2019;9;68;22;1;0,0;0,0;September
585;2019;9;21;20;2;431,315;862,63;September
586;2019;9;66;38;9;1930,86;17377,739999999998;September
587;2019;9;13;16;1;54,925;54,925;September
588;2019;9;72;41;1;424,28;424,28;September
589;2019;9;75;22;1;50,0;50,0;September
590;2019;9;44;39;1;59,5;59,5;September
591;2019;9;78;25;1;50,0;50,0;September
592;2019;9;74;42;1;1478,695;1478,695;September
593;2019;10;66;17;8;5586,755;44694,04;October
594;2019;10;77;20;2;10924,18;21848,36;October
595;2019;10;44;42;3;101,08;303,24;October
596;2019;10;62;22;3;206,085;618,255;October
597;2019;10;66;47;1;51,785;51,785;October
598;2019;10;72;39;2;1447,145;2894,29;October
599;2019;10;44;9;6;189,07;1134,42;October
600;2019;10;23;16;1;736,635;736,635;October
601;2019;10;31;39;1;81,5;81,5;October
602;2019;10;44;59;1;71,25;71,25;October
603;2019;10;44;16;9;3519,065;31671,585;October
604;2019;10;66;35;2;-45,085;-90,17;October
605;2019;10;21;17;1;74,675;74,675;October
606;2019;10;72;2;4;57,855;231,42;October
607;2019;10;64;2;1;76,71;76,71;October
608;2019;10;44;12;11;1004,175;11045,925;October
609;2019;10;6;12;1;70,0;70,0;October
610;2019;10;66;20;8;1335,735;10685,88;October
611;2019;10;72;12;15;1206,21;18093,15;October
612;2019;10;72;43;3;515,475;1546,4250000000002;October
613;2019;10;31;12;3;1650,28;4950,84;October
614;2019;10;79;12;2;138,63;277,26;October
615;2019;10;66;16;18;693,195;12477,51;October
616;2019;10;72;19;1;1142,6;1142,6;October
617;2019;10;31;57;6;1689,42;10136,52;October
618;2019;10;72;1;4;1154,0;4616,0;October
619;2019;10;44;38;4;101,415;405,66;October
620;2019;10;64;27;1;625,95;625,95;October
621;2019;10;56;17;1;968,63;968,63;October
622;2019;10;23;20;1;49,085;49,085;October
623;2019;10;72;57;4;2562,58;10250,32;October
624;2019;10;66;19;9;889,905;8009,1449999999995;October
625;2019;10;64;22;1;73,235;73,235;October
626;2019;10;44;20;1;122,5;122,5;October
627;2019;10;72;16;12;3449,125;41389,5;October
628;2019;10;72;56;2;954,01;1908,02;October
629;2019;10;72;59;2;314,205;628,41;October
630;2019;10;72;35;21;-6215,88;-130533,48;October
631;2019;10;66;57;5;331,56;1657,8;October
632;2019;10;64;16;3;73,205;219,615;October
633;2019;10;55;20;1;86,0;86,0;October
634;2019;10;31;16;4;12111,675;48446,7;October
635;2019;10;62;27;5;109,99;549,9499999999999;October
636;2019;10;75;22;5;721,165;3605,825;October
637;2019;10;44;39;1;63,73;63,73;October
638;2019;10;31;35;3;-5,885;-17,655;October
639;2019;10;66;38;7;774,055;5418,384999999999;October
640;2019;10;66;13;1;241,785;241,785;October
641;2019;10;72;42;1;162,64;162,64;October
642;2019;10;35;55;1;183,095;183,095;October
643;2019;10;66;1;6;1968,035;11808,210000000001;October
644;2019;10;72;18;1;-335,575;-335,575;October
645;2019;10;72;38;7;2803,375;19623,625;October
646;2019;10;72;9;8;2530,48;20243,84;October
647;2019;10;72;47;1;81,88;81,88;October
648;2019;10;72;55;2;307,22;614,44;October
649;2019;10;66;9;1;308,825;308,825;October
650;2019;10;78;25;1;50,0;50,0;October
651;2019;10;66;43;5;394,525;1972,625;October
652;2019;10;31;42;1;110,26;110,26;October
653;2019;10;43;17;3;633,415;1900,245;October
654;2019;10;44;19;1;1220,8;1220,8;October
655;2019;10;66;42;1;71,455;71,455;October
656;2019;10;24;22;1;100,0;100,0;October
657;2019;10;72;14;3;994,66;2983,98;October
658;2019;10;31;38;3;167,425;502,27500000000003;October
659;2019;10;66;39;2;80,35;160,7;October
660;2019;11;77;20;1;8850,0;8850,0;November
661;2019;11;21;16;1;87,33;87,33;November
662;2019;11;66;14;1;51,785;51,785;November
663;2019;11;24;25;1;50,0;50,0;November
664;2019;11;72;43;4;652,835;2611,34;November
665;2019;11;72;13;1;152,355;152,355;November
666;2019;11;72;20;3;229,955;689,865;November
667;2019;11;13;16;2;68,07;136,14;November
668;2019;11;78;25;1;50,0;50,0;November
669;2019;11;66;9;4;403,415;1613,66;November
670;2019;11;72;2;2;53,0;106,0;November
671;2019;11;79;2;1;350,665;350,665;November
672;2019;11;64;27;1;62,0;62,0;November
673;2019;11;72;47;1;448,23;448,23;November
674;2019;11;44;9;2;101,87;203,74;November
675;2019;11;55;19;1;4204,635;4204,635;November
676;2019;11;64;1;1;141,455;141,455;November
677;2019;11;44;35;4;25,39;101,56;November
678;2019;11;72;17;1;786,975;786,975;November
679;2019;11;66;38;5;617,585;3087,925;November
680;2019;11;55;11;1;67,25;67,25;November
681;2019;11;75;25;1;50,0;50,0;November
682;2019;11;31;57;9;4595,255;41357,295;November
683;2019;11;66;17;6;958,07;5748,42;November
684;2019;11;66;52;1;274,795;274,795;November
685;2019;11;44;19;1;73,75;73,75;November
686;2019;11;31;37;1;6656,935;6656,935;November
687;2019;11;66;42;1;190,775;190,775;November
688;2019;11;44;12;1;69,0;69,0;November
689;2019;11;44;38;15;504,81;7572,15;November
690;2019;11;66;56;1;79,475;79,475;November
691;2019;11;72;1;3;263,53;790,5899999999999;November
692;2019;11;56;17;1;11672,69;11672,69;November
693;2019;11;66;16;18;1071,62;19289,159999999996;November
694;2019;11;23;9;1;33,32;33,32;November
695;2019;11;74;12;1;703,835;703,835;November
696;2019;11;31;38;3;103,25;309,75;November
697;2019;11;72;35;16;-4990,125;-79842,0;November
698;2019;11;62;27;6;170,24;1021,44;November
699;2019;11;44;13;1;76,1;76,1;November
700;2019;11;66;1;5;147,435;737,175;November
701;2019;11;31;58;1;97,19;97,19;November
702;2019;11;72;9;9;2168,84;19519,56;November
703;2019;11;44;16;4;173,665;694,66;November
704;2019;11;72;52;3;2230,885;6692,655000000001;November
705;2019;11;66;57;2;980,0;1960,0;November
706;2019;11;31;52;1;87,5;87,5;November
707;2019;11;6;12;1;70,0;70,0;November
708;2019;11;66;43;2;196,65;393,3;November
709;2019;11;66;19;2;81,655;163,31;November
710;2019;11;72;16;16;440,355;7045,68;November
711;2019;11;31;9;1;1278,43;1278,43;November
712;2019;11;72;57;3;163,825;491,47499999999997;November
713;2019;11;72;59;1;80,0;80,0;November
714;2019;11;31;16;4;2104,645;8418,58;November
715;2019;11;31;12;1;665,87;665,87;November
716;2019;11;66;20;2;75,51;151,02;November
717;2019;11;66;2;1;72,995;72,995;November
718;2019;11;23;20;1;1896,43;1896,43;November
719;2019;11;72;19;2;218,155;436,31;November
720;2019;11;64;22;3;685,265;2055,795;November
721;2019;11;72;12;8;247,51;1980,08;November
722;2019;11;72;42;2;399,49;798,98;November
723;2019;11;72;38;5;937,85;4689,25;November
724;2019;11;66;39;3;68,925;206,77499999999998;November
725;2019;12;72;47;4;1384,155;5536,62;December
726;2019;12;66;38;8;1280,02;10240,16;December
727;2019;12;66;42;1;56,62;56,62;December
728;2019;12;72;41;2;673,37;1346,74;December
729;2019;12;66;19;4;182,07;728,28;December
730;2019;12;66;16;12;386,89;4642,68;December
731;2019;12;55;38;3;507,22;1521,66;December
732;2019;12;42;1;1;207,48;207,48;December
733;2019;12;72;58;1;125,585;125,585;December
734;2019;12;66;52;1;113,77;113,77;December
735;2019;12;72;44;1;100,865;100,865;December
736;2019;12;72;20;1;50,0;50,0;December
737;2019;12;66;39;1;57,73;57,73;December
738;2019;12;31;16;5;6788,89;33944,450000000004;December
739;2019;12;44;42;1;59,5;59,5;December
740;2019;12;55;35;5;2081,74;10408,699999999999;December
741;2019;12;44;12;2;99,4;198,8;December
742;2019;12;64;16;2;128,39;256,78;December
743;2019;12;55;42;1;1715,345;1715,345;December
744;2019;12;72;16;12;2299,98;27599,760000000002;December
745;2019;12;77;20;1;8960,0;8960,0;December
746;2019;12;66;56;3;177,465;532,395;December
747;2019;12;66;35;4;589,64;2358,56;December
748;2019;12;55;12;1;196,805;196,805;December
749;2019;12;83;20;1;147,715;147,715;December
750;2019;12;44;9;1;69,0;69,0;December
751;2019;12;31;17;1;51,5;51,5;December
752;2019;12;44;19;1;73,75;73,75;December
753;2019;12;66;9;7;390,18;2731,26;December
754;2019;12;55;39;1;19110,9;19110,9;December
755;2019;12;13;16;1;56,49;56,49;December
756;2019;12;75;25;6;50,0;300,0;December
757;2019;12;31;20;1;610,335;610,335;December
758;2019;12;78;25;1;50,0;50,0;December
759;2019;12;31;57;2;154,37;308,74;December
760;2019;12;23;20;1;70,78;70,78;December
761;2019;12;72;9;9;1839,405;16554,645;December
762;2019;12;72;2;1;341,675;341,675;December
763;2019;12;77;2;1;0,0;0,0;December
764;2019;12;72;19;3;571,52;1714,56;December
765;2019;12;44;52;1;69,0;69,0;December
766;2019;12;66;1;5;123,45;617,25;December
767;2019;12;44;35;2;73,75;147,5;December
768;2019;12;55;11;1;99,65;99,65;December
769;2019;12;72;38;7;1629,35;11405,449999999999;December
770;2019;12;44;38;10;738,395;7383,95;December
771;2019;12;66;17;6;574,745;3448,4700000000003;December
772;2019;12;55;20;7;5526,5;38685,5;December
773;2019;12;66;2;2;102,04;204,08;December
774;2019;12;31;38;5;741,44;3707,2000000000003;December
775;2019;12;21;20;1;74,59;74,59;December
776;2019;12;31;35;2;492,03;984,06;December
777;2019;12;55;16;1;125950,595;125950,595;December
778;2019;12;44;20;1;123,605;123,605;December
779;2019;12;72;1;1;606,23;606,23;December
780;2019;12;31;9;4;7310,08;29240,32;December
781;2019;12;72;56;1;223,235;223,235;December
782;2019;12;72;35;3;94,955;284,865;December
783;2019;12;66;43;3;145,865;437,595;December
784;2019;12;72;42;1;100,37;100,37;December
785;2019;12;35;22;1;57,5;57,5;December
786;2019;12;66;20;2;130,825;261,65;December
787;2019;12;55;37;4;581,425;2325,7;December
788;2019;12;44;16;5;211,53;1057,65;December
789;2019;12;72;12;13;913,205;11871,665;December
790;2019;12;72;52;1;252,395;252,395;December
791;2019;12;31;42;2;214,74;429,48;December
792;2019;12;72;59;2;1484,345;2968,69;December
793;2019;12;13;1;1;97,435;97,435;December
794;2019;12;66;47;1;64,995;64,995;December
795;2020;1;66;16;8;1286,77;10294,16;January
796;2020;1;33;19;1;84,82;84,82;January
797;2020;1;6;22;2;201,04;402,08;January
798;2020;1;23;2;1;55,59;55,59;January
799;2020;1;44;56;1;121,04;121,04;January
800;2020;1;66;14;1;57,575;57,575;January
801;2020;1;44;35;1;59,5;59,5;January
802;2020;1;21;16;1;154,23;154,23;January
803;2020;1;55;38;1;29652,37;29652,37;January
804;2020;1;72;13;1;109,325;109,325;January
805;2020;1;72;36;6;6538,515;39231,090000000004;January
806;2020;1;72;57;5;529,425;2647,125;January
807;2020;1;78;25;1;50,0;50,0;January
808;2020;1;75;37;3;-52,64;-157,92000000000002;January
809;2020;1;31;19;2;1981,745;3963,49;January
810;2020;1;72;47;2;437,17;874,34;January
811;2020;1;31;2;1;1324,06;1324,06;January
812;2020;1;31;39;1;70,0;70,0;January
813;2020;1;44;9;2;108,0;216,0;January
814;2020;1;44;16;6;831,175;4987,049999999999;January
815;2020;1;72;39;2;2435,98;4871,96;January
816;2020;1;66;38;5;417,065;2085,325;January
817;2020;1;72;19;6;556,64;3339,84;January
818;2020;1;13;18;1;50,045;50,045;January
819;2020;1;66;35;2;235,775;471,55;January
820;2020;1;55;16;3;28328,525;84985,57500000001;January
821;2020;1;72;44;1;218,055;218,055;January
822;2020;1;72;2;2;1874,005;3748,01;January
823;2020;1;72;1;2;661,87;1323,74;January
824;2020;1;23;16;2;719,605;1439,21;January
825;2020;1;44;38;4;362,285;1449,14;January
826;2020;1;31;20;3;799,17;2397,5099999999998;January
827;2020;1;55;35;1;79,625;79,625;January
828;2020;1;44;12;5;602,43;3012,1499999999996;January
829;2020;1;72;20;3;3122,05;9366,150000000001;January
830;2020;1;44;42;3;77,5;232,5;January
831;2020;1;72;14;6;2773,23;16639,38;January
832;2020;1;55;42;1;2596,77;2596,77;January
833;2020;1;66;46;1;483,5;483,5;January
834;2020;1;66;17;5;320,96;1604,8;January
835;2020;1;77;20;1;8850,0;8850,0;January
836;2020;1;72;58;1;88,095;88,095;January
837;2020;1;31;14;1;1855,635;1855,635;January
838;2020;1;44;20;1;112,5;112,5;January
839;2020;1;66;57;3;201,04;603,12;January
840;2020;1;31;38;3;-6,545;-19,634999999999998;January
841;2020;1;31;58;1;270,605;270,605;January
842;2020;1;72;38;6;2368,275;14209,650000000001;January
843;2020;1;72;18;1;333,235;333,235;January
844;2020;1;31;18;1;2177,31;2177,31;January
845;2020;1;66;19;15;792,46;11886,900000000001;January
846;2020;1;6;16;1;70,0;70,0;January
847;2020;1;72;9;7;-2522,425;-17656,975000000002;January
848;2020;1;72;15;2;1063,68;2127,36;January
849;2020;1;23;9;1;19380,075;19380,075;January
850;2020;1;6;12;4;90,0;360,0;January
851;2020;1;66;36;3;196,32;588,96;January
852;2020;1;66;42;1;71,42;71,42;January
853;2020;1;72;55;1;397,87;397,87;January
854;2020;1;66;9;1;51,785;51,785;January
855;2020;1;31;12;2;357,325;714,65;January
856;2020;1;21;37;2;50,0;100,0;January
857;2020;1;72;59;1;327,9;327,9;January
858;2020;1;66;20;10;660,205;6602,05;January
859;2020;1;72;17;7;4392,39;30746,730000000003;January
860;2020;1;64;22;2;224,52;449,04;January
861;2020;1;72;12;7;-361,63;-2531,41;January
862;2020;1;13;16;1;136,925;136,925;January
863;2020;1;55;37;2;50,0;100,0;January
864;2020;1;31;17;1;100,255;100,255;January
865;2020;1;66;43;2;203,955;407,91;January
866;2020;1;72;42;3;503,175;1509,525;January
867;2020;1;31;35;6;148598,29;891589,74;January
868;2020;1;72;56;1;319,14;319,14;January
869;2020;1;66;2;3;1051,94;3155,82;January
870;2020;1;55;20;4;7721,405;30885,62;January
871;2020;1;31;16;30;7033,79;211013,7;January
872;2020;1;72;16;8;5112,605;40900,84;January
873;2020;1;72;35;3;-69,925;-209,77499999999998;January
874;2020;2;66;56;1;71,42;71,42;February
875;2020;2;44;19;1;26,25;26,25;February
876;2020;2;66;46;2;1411,06;2822,12;February
877;2020;2;66;59;4;176,535;706,14;February
878;2020;2;33;2;1;80,64;80,64;February
879;2020;2;66;17;2;88,425;176,85;February
880;2020;2;72;1;1;2031,23;2031,23;February
881;2020;2;72;14;2;310,75;621,5;February
882;2020;2;44;38;4;94,375;377,5;February
883;2020;2;66;16;13;491,685;6391,905;February
884;2020;2;72;46;1;1852,79;1852,79;February
885;2020;2;44;56;1;81,615;81,615;February
886;2020;2;72;17;1;52,15;52,15;February
887;2020;2;72;16;12;708,115;8497,380000000001;February
888;2020;2;72;2;5;984,905;4924,525;February
889;2020;2;44;9;1;73,75;73,75;February
890;2020;2;44;42;1;73,75;73,75;February
891;2020;2;66;9;1;107,23;107,23;February
892;2020;2;66;38;3;546,115;1638,345;February
893;2020;2;72;20;5;1743,94;8719,7;February
894;2020;2;78;25;1;50,0;50,0;February
895;2020;2;31;20;2;602,075;1204,15;February
896;2020;2;72;47;1;50,96;50,96;February
897;2020;2;75;37;1;-572,26;-572,26;February
898;2020;2;66;58;1;100,97;100,97;February
899;2020;2;44;59;4;137,5;550,0;February
900;2020;2;44;12;4;130,75;523,0;February
901;2020;2;31;43;1;76,25;76,25;February
902;2020;2;54;9;1;100,0;100,0;February
903;2020;2;31;12;1;488,235;488,235;February
904;2020;2;72;38;7;2379,75;16658,25;February
905;2020;2;64;18;1;310,73;310,73;February
906;2020;2;21;16;2;103,7;207,4;February
907;2020;2;72;43;2;2380,86;4761,72;February
908;2020;2;31;38;1;217,165;217,165;February
909;2020;2;72;12;3;268,85;806,5500000000001;February
910;2020;2;66;14;3;624,3;1872,8999999999999;February
911;2020;2;66;1;5;340,33;1701,6499999999999;February
912;2020;2;31;9;1;739,005;739,005;February
913;2020;2;72;57;3;181,315;543,9449999999999;February
914;2020;2;72;19;8;1840,095;14720,76;February
915;2020;2;66;47;1;258,59;258,59;February
916;2020;2;13;1;1;121,3;121,3;February
917;2020;2;72;39;4;232,1;928,4;February
918;2020;2;66;2;2;92,74;185,48;February
919;2020;2;31;16;7;1273,22;8912,54;February
920;2020;2;31;57;2;626,245;1252,49;February
921;2020;2;72;59;4;133,35;533,4;February
922;2020;2;31;39;1;144,035;144,035;February
923;2020;2;23;43;1;729,035;729,035;February
924;2020;2;44;16;4;216,42;865,68;February
925;2020;2;66;19;10;229,31;2293,1;February
926;2020;2;66;57;1;51,79;51,79;February
927;2020;2;44;20;1;65,75;65,75;February
928;2020;2;66;43;2;320,5;641,0;February
929;2020;2;55;20;7;6693,925;46857,475;February
930;2020;2;72;35;4;199,745;798,98;February
931;2020;2;72;56;1;118,975;118,975;February
932;2020;2;21;2;1;21,375;21,375;February
933;2020;2;44;17;1;64,0;64,0;February
934;2020;2;31;42;1;52,0;52,0;February
935;2020;2;66;13;1;71,435;71,435;February
936;2020;2;72;9;2;233,935;467,87;February
937;2020;2;31;35;2;60,39;120,78;February
938;2020;2;6;12;4;-212,245;-848,98;February
939;2020;2;66;27;1;55,76;55,76;February
940;2020;2;72;15;1;96,64;96,64;February
941;2020;3;64;16;1;135,085;135,085;March
942;2020;3;66;42;2;95,0;190,0;March
943;2020;3;64;25;1;1112,18;1112,18;March
944;2020;3;31;16;13;10563,695;137328,035;March
945;2020;3;44;9;3;131,75;395,25;March
946;2020;3;72;17;1;54,6;54,6;March
947;2020;3;72;16;8;678,785;5430,28;March
948;2020;3;66;15;1;60,625;60,625;March
949;2020;3;55;19;1;1168,215;1168,215;March
950;2020;3;21;9;1;238,485;238,485;March
951;2020;3;66;35;1;239,345;239,345;March
952;2020;3;66;39;3;83,655;250,965;March
953;2020;3;6;20;1;89,375;89,375;March
954;2020;3;44;12;1;69,0;69,0;March
955;2020;3;72;20;3;549,42;1648,2599999999998;March
956;2020;3;72;14;2;786,335;1572,67;March
957;2020;3;6;16;3;121,25;363,75;March
958;2020;3;66;19;6;187,43;1124,58;March
959;2020;3;62;27;1;58,0;58,0;March
960;2020;3;21;12;1;40,14;40,14;March
961;2020;3;55;42;1;1185,13;1185,13;March
962;2020;3;31;20;5;536,175;2680,875;March
963;2020;3;24;26;2;898,525;1797,05;March
964;2020;3;21;20;1;30301,38;30301,38;March
965;2020;3;66;57;4;382,055;1528,22;March
966;2020;3;72;35;10;13514,96;135149,59999999998;March
967;2020;3;31;52;1;81,5;81,5;March
968;2020;3;55;37;1;170,48;170,48;March
969;2020;3;54;20;1;292,65;292,65;March
970;2020;3;66;9;4;119,385;477,54;March
971;2020;3;78;25;1;50,0;50,0;March
972;2020;3;66;20;4;170,835;683,34;March
973;2020;3;44;13;3;138,0;414,0;March
974;2020;3;72;47;1;1985,865;1985,865;March
975;2020;3;72;12;8;352,665;2821,32;March
976;2020;3;66;6;1;2006,845;2006,845;March
977;2020;3;66;17;2;841,965;1683,93;March
978;2020;3;31;12;1;271,915;271,915;March
979;2020;3;66;16;6;176,985;1061,91;March
980;2020;3;44;38;3;85,625;256,875;March
981;2020;3;72;1;2;-1084,425;-2168,85;March
982;2020;3;54;26;1;-61874,485;-61874,485;March
983;2020;3;31;35;1;58,655;58,655;March
984;2020;3;66;13;4;101,265;405,06;March
985;2020;3;55;20;12;14403,96;172847,52;March
986;2020;3;72;42;2;117,755;235,51;March
987;2020;3;72;9;8;873,76;6990,08;March
988;2020;3;44;42;1;73,75;73,75;March
989;2020;3;55;35;1;919,965;919,965;March
990;2020;3;55;58;2;234,56;469,12;March
991;2020;3;31;38;2;93,75;187,5;March
992;2020;3;66;14;5;270,525;1352,625;March
993;2020;3;72;38;4;638,97;2555,88;March
994;2020;3;77;20;2;17650,0;35300,0;March
995;2020;3;72;13;6;311,055;1866,33;March
996;2020;3;72;43;3;796,785;2390,355;March
997;2020;3;31;13;1;289,915;289,915;March
998;2020;3;23;1;1;659,53;659,53;March
999;2020;3;44;17;2;85,0;170,0;March
1000;2020;3;35;27;1;55,25;55,25;March
1001;2020;3;6;12;8;374,87;2998,96;March
1002;2020;3;44;16;4;145,54;582,16;March
1003;2020;3;72;19;3;5741,105;17223,315;March
1004;2020;3;21;17;1;50,0;50,0;March
1005;2020;3;72;57;4;569,41;2277,64;March
1006;2020;3;31;57;3;1062,59;3187,7699999999995;March
1007;2020;3;75;27;1;50,005;50,005;March
1008;2020;3;72;2;4;2333,305;9333,22;March
1009;2020;4;21;20;3;819,64;2458,92;April
1010;2020;4;72;59;2;232,42;464,84;April
1011;2020;4;31;17;1;385,235;385,235;April
1012;2020;4;31;9;2;73,75;147,5;April
1013;2020;4;31;16;6;-925,155;-5550,93;April
1014;2020;4;72;56;1;1300,865;1300,865;April
1015;2020;4;72;35;7;-883,565;-6184,955;April
1016;2020;4;72;16;12;6820,175;81842,1;April
1017;2020;4;66;19;6;420,165;2520,9900000000002;April
1018;2020;4;31;35;4;158,025;632,1;April
1019;2020;4;64;16;2;177,655;355,31;April
1020;2020;4;66;2;1;298,61;298,61;April
1021;2020;4;55;20;10;6001,41;60014,1;April
1022;2020;4;72;17;3;298,095;894,2850000000001;April
1023;2020;4;31;52;1;130,75;130,75;April
1024;2020;4;6;19;1;81,89;81,89;April
1025;2020;4;13;16;1;192,465;192,465;April
1026;2020;4;66;13;3;618,355;1855,065;April
1027;2020;4;66;9;3;177,215;531,645;April
1028;2020;4;21;2;1;61,015;61,015;April
1029;2020;4;64;12;1;70,25;70,25;April
1030;2020;4;78;25;1;50,0;50,0;April
1031;2020;4;72;46;1;137,475;137,475;April
1032;2020;4;66;43;2;131,25;262,5;April
1033;2020;4;66;38;1;73,4;73,4;April
1034;2020;4;72;12;8;473,25;3786,0;April
1035;2020;4;6;16;2;127,955;255,91;April
1036;2020;4;72;38;6;845,885;5075,3099999999995;April
1037;2020;4;66;42;4;202,295;809,18;April
1038;2020;4;72;9;5;999,835;4999,175;April
1039;2020;4;44;19;1;73,75;73,75;April
1040;2020;4;66;36;1;60,71;60,71;April
1041;2020;4;64;26;2;201,78;403,56;April
1042;2020;4;44;27;2;2328,225;4656,45;April
1043;2020;4;66;1;1;71,42;71,42;April
1044;2020;4;19;26;1;-34795,89;-34795,89;April
1045;2020;4;44;13;1;108,145;108,145;April
1046;2020;4;66;57;1;179,8;179,8;April
1047;2020;4;31;13;1;72,5;72,5;April
1048;2020;4;66;46;1;90,9;90,9;April
1049;2020;4;66;39;1;139,03;139,03;April
1050;2020;4;72;14;1;111,59;111,59;April
1051;2020;4;21;25;1;50,0;50,0;April
1052;2020;4;66;17;6;112,36;674,16;April
1053;2020;4;44;42;2;118,895;237,79;April
1054;2020;4;83;2;1;27,845;27,845;April
1055;2020;4;72;13;4;527,38;2109,52;April
1056;2020;4;31;39;1;112,5;112,5;April
1057;2020;4;44;16;6;241,245;1447,47;April
1058;2020;4;31;20;7;32513,05;227591,35;April
1059;2020;4;72;2;17;5819,895;98938,21500000001;April
1060;2020;4;44;12;5;720,13;3600,65;April
1061;2020;4;6;12;2;407,415;814,83;April
1062;2020;4;44;52;1;73,75;73,75;April
1063;2020;4;72;57;5;750,31;3751,5499999999997;April
1064;2020;4;21;12;1;84,49;84,49;April
1065;2020;4;44;9;2;115,25;230,5;April
1066;2020;4;72;20;5;1743,215;8716,074999999999;April
1067;2020;4;66;35;1;676,825;676,825;April
1068;2020;4;31;2;2;2644,39;5288,78;April
1069;2020;4;41;2;1;-531,705;-531,705;April
1070;2020;4;72;19;3;2868,07;8604,210000000001;April
1071;2020;4;31;12;4;3243,45;12973,8;April
1072;2020;4;66;14;3;306,53;919,5899999999999;April
1073;2020;4;31;19;1;349,045;349,045;April
1074;2020;4;35;27;3;2994,425;8983,275000000001;April
1075;2020;4;31;57;4;334,6;1338,4;April
1076;2020;4;44;38;3;104,35;313,04999999999995;April
1077;2020;4;66;16;10;476,64;4766,4;April
1078;2020;5;66;36;1;127,195;127,195;May
1079;2020;5;72;35;4;140,27;561,08;May
1080;2020;5;55;20;2;357,55;715,1;May
1081;2020;5;31;38;1;68,75;68,75;May
1082;2020;5;44;46;1;66,95;66,95;May
1083;2020;5;6;16;3;358,47;1075,41;May
1084;2020;5;72;9;13;2257,735;29350,555;May
1085;2020;5;44;17;2;112,235;224,47;May
1086;2020;5;41;11;2;1683,675;3367,35;May
1087;2020;5;31;35;2;18,605;37,21;May
1088;2020;5;66;13;1;51,785;51,785;May
1089;2020;5;72;15;2;142,035;284,07;May
1090;2020;5;72;52;1;50,85;50,85;May
1091;2020;5;66;57;8;649,7;5197,6;May
1092;2020;5;6;37;1;50,0;50,0;May
1093;2020;5;66;19;4;93,075;372,3;May
1094;2020;5;55;27;2;209,54;419,08;May
1095;2020;5;31;52;1;87,5;87,5;May
1096;2020;5;66;43;2;115,14;230,28;May
1097;2020;5;72;39;1;164,835;164,835;May
1098;2020;5;64;16;2;1373,51;2747,02;May
1099;2020;5;72;16;18;4986,765;89761,77;May
1100;2020;5;31;57;5;12490,235;62451,175;May
1101;2020;5;66;39;1;223,07;223,07;May
1102;2020;5;66;2;3;279,76;839,28;May
1103;2020;5;44;16;8;232,265;1858,12;May
1104;2020;5;44;13;1;69,0;69,0;May
1105;2020;5;6;12;8;354,315;2834,52;May
1106;2020;5;55;37;1;368,425;368,425;May
1107;2020;5;72;59;1;142,705;142,705;May
1108;2020;5;72;57;12;8011,595;96139,14;May
1109;2020;5;31;16;6;-38800,745;-232804,47000000003;May
1110;2020;5;31;12;3;58,365;175,095;May
1111;2020;5;72;12;3;267,235;801,705;May
1112;2020;5;64;18;1;68,555;68,555;May
1113;2020;5;64;38;1;59,0;59,0;May
1114;2020;5;66;1;1;738,555;738,555;May
1115;2020;5;72;38;12;1133,495;13601,939999999999;May
1116;2020;5;66;20;15;1189,07;17836,05;May
1117;2020;5;72;42;1;71,615;71,615;May
1118;2020;5;72;47;1;106,34;106,34;May
1119;2020;5;66;38;8;940,89;7527,12;May
1120;2020;5;72;20;6;2237,21;13423,26;May
1121;2020;5;44;42;2;69,0;138,0;May
1122;2020;5;77;20;1;11833,17;11833,17;May
1123;2020;5;66;14;1;174,26;174,26;May
1124;2020;5;21;35;1;-520,945;-520,945;May
1125;2020;5;72;46;1;6929,495;6929,495;May
1126;2020;5;35;27;1;50,0;50,0;May
1127;2020;5;72;2;15;3186,785;47801,774999999994;May
1128;2020;5;72;13;8;5403,43;43227,44;May
1129;2020;5;78;25;1;50,0;50,0;May
1130;2020;5;64;27;1;80,1;80,1;May
1131;2020;5;44;39;1;82,59;82,59;May
1132;2020;5;66;9;6;500,345;3002,07;May
1133;2020;5;31;39;2;201,405;402,81;May
1134;2020;5;44;27;5;126,0;630,0;May
1135;2020;5;66;17;4;1673,675;6694,7;May
1136;2020;5;66;46;2;988,405;1976,81;May
1137;2020;5;72;1;2;323,49;646,98;May
1138;2020;5;66;52;1;71,415;71,415;May
1139;2020;5;66;15;1;53,73;53,73;May
1140;2020;5;23;16;1;605,85;605,85;May
1141;2020;5;72;44;1;842,79;842,79;May
1142;2020;5;38;26;1;50,0;50,0;May
1143;2020;5;31;20;5;7419,29;37096,45;May
1144;2020;5;66;56;1;71,42;71,42;May
1145;2020;5;44;38;2;73,885;147,77;May
1146;2020;5;66;35;4;88,08;352,32;May
1147;2020;5;66;16;36;4677,375;168385,5;May
